grid_id,total_sms_activity,total_call_activity,total_internet_activity,total_activity
5569,4532.3732,3266.1755,40783.4808,48582.029500000004
5752,2889.5996,2410.2217,43207.772600000004,48507.5939
6251,3188.8412,2391.7656,42873.1103,48453.7171
5951,3200.4294999999997,2533.8908,42707.6146,48441.9349
5973,3996.1483,2581.1136,41422.5911,47999.853
6658,5071.4387,3993.713,38862.3015,47927.453199999996
6675,3662.7452,3071.6815,41119.2323,47853.659
5169,2923.9712,2273.468,42651.8994,47849.3386
4357,3335.7312,2426.8364,42024.4521,47787.019700000004
5146,2996.9625,2848.5171,41899.8911,47745.3707
4367,4495.6713,3978.9505,39260.5111,47735.132900000004
4752,3947.1939,2603.0933999999997,41177.0297,47727.317
6170,3745.9076999999997,3119.9023,40856.381,47722.191
4168,2854.1036,2330.2132,42471.2733,47655.5901
4451,4510.1393,2790.6702,40247.9616,47548.7711
5260,4210.6344,2432.2422,40890.5259,47533.402500000004
4657,4165.9011,2807.1772,40557.1406,47530.2189
5449,4801.3116,2604.7921,40113.2178,47519.3215
4650,3597.2851,2956.4831,40961.6465,47515.4147
4068,2885.4072,2349.9687,42270.8343,47506.2102
4750,3949.4301,2864.4535,40682.5599,47496.4435
4662,3712.5635,3525.1831,40125.6007,47363.3473
5756,2638.9266000000002,2444.2364000000002,42180.733400000005,47263.896400000005
6369,4212.9185,3576.1083,39459.6374,47248.6642
6574,3158.3037,2830.5467,41251.3417,47240.1921
4973,2821.9179,2329.1055,42067.213,47218.2364
4651,3056.9096,2597.9687,41511.0159,47165.8942
4545,3345.2479,3315.6674000000003,40399.732299999996,47060.6476
5975,3021.4906,2134.0377,41802.2577,46957.786
4446,3215.0081,2421.1691,41270.9693,46907.1465
6270,4351.5232,3667.3447,38850.1581,46869.026
5360,3105.0378,1718.4682,41981.1772,46804.6832
5152,3825.217,2535.7896,40284.433,46645.4396
5972,3783.2531,2441.0804,40419.7822,46644.1157
5342,1869.2060999999999,3820.0543,40792.7026,46481.963
5247,3228.3967,2724.9033,40495.3325,46448.6325
6252,3527.5777,2840.9736,40035.7721,46404.3234
5450,3586.1756,2679.1115,40132.4621,46397.7492
4358,3062.5238,2018.2532999999999,41311.6654,46392.4425
4365,3471.9946,4030.6153,38719.0709,46221.6808
4069,2927.9793,2457.9224,40758.4766,46144.378300000004
6471,3942.0715999999998,3712.6213000000002,38467.6815,46122.3744
6148,3019.9102,2865.1396,40190.0364,46075.0862
6359,3331.4120000000003,2491.4422,40206.1794,46029.0336
6176,2877.7766,2277.8069,40831.2272,45986.8107
9368,4561.3394,3686.4269,37736.0782,45983.8445
4751,3062.6131,2476.5079,40367.221300000005,45906.342300000004
5768,2928.2182000000003,2057.2925999999998,40720.1807,45705.6915
5063,3720.2663000000002,2759.9013999999997,39051.1586,45531.3263
4952,3241.9112,2740.7445,39501.3585,45484.0142
6167,4328.3723,3000.1839,38147.5515,45476.1077
5762,2679.9854,2001.4259,40717.4157,45398.827
3756,3187.2381,2388.3519,39783.0242,45358.614199999996
4269,3163.5622000000003,2257.7265,39888.8169,45310.1056
3957,3360.6653,2494.6776,39282.0989,45137.4418
5654,3422.8191,2222.111,39443.7073,45088.6374
6173,3331.04,2517.9462,39154.9524,45003.9386
5452,2389.6737000000003,1910.3603,40645.7434,44945.7774
6360,3645.7218,2658.2833,38560.274,44864.2791
5442,3902.0950000000003,3750.2058,37209.8002,44862.101
5558,2666.0686,1907.5195999999999,40257.4714,44831.0596
6665,3594.5735,2742.2874,38476.6508,44813.5117
5646,3814.7675,2548.5053000000003,38410.4958,44773.768599999996
6267,5271.9982,3942.6295,35557.7063,44772.334
4169,2864.1042,2274.5182,39534.6178,44673.2402
5561,3225.0843,2642.3826,38778.0942,44645.5611
6375,2836.9642,2692.954,39097.0598,44626.978
4562,3613.1898,2365.1195000000002,38646.821299999996,44625.1306
6659,4008.7839,3806.1978,36789.2165,44604.1982
4859,3472.182,2249.0428,38830.0774,44551.3022
6758,4390.8034,3446.2184,36676.3455,44513.3673
6057,2360.6407,2327.0931,39791.0218,44478.755600000004
4851,3264.6,2279.1697,38777.3466,44321.1163
4469,2567.1864,1979.7558000000001,39737.1553,44284.0975
4154,2334.3144,1937.7677,39986.4398,44258.5219
5656,2552.454,1867.4246,39553.331,43973.2096
5655,3312.9697,2100.8276,38548.0553,43961.8526
5271,3074.5528,2217.5619,38647.2762,43939.3909
6266,5840.7544,4690.519200000001,33356.8959,43888.169499999996
4850,3724.2691,2622.1575000000003,37530.9881,43877.4147
5071,3188.748,2383.8562,38251.6045,43824.2087
5171,3148.1382000000003,2315.4906,38254.4426,43718.0714
4649,3520.7556,2613.8594,37520.6408,43655.2558
6445,2915.9542,2794.1027,37918.5047,43628.5616
6771,2958.6468999999997,2527.5265,38109.9629,43596.1363
8762,2732.656,1994.954,38640.4066,43368.0166
4444,3233.9998,3180.6814,36889.2034,43303.8846
6248,2769.9208,2707.0149,37824.1701,43301.1058
7076,2812.8363999999997,2437.5002,38050.1916,43300.5282
4468,2797.4395,2580.7964,37831.3509,43209.5868
4450,3036.1856,1945.7833,38171.9173,43153.8862
4349,3008.5688,2218.3242999999998,37810.2088,43037.1019
5246,2531.6169,2185.5292,38298.51,43015.6561
4661,3297.3959,2091.7289,37612.703199999996,43001.828
5150,2823.5668,2451.1841,37720.3188,42995.0697
4940,2834.5638,2329.8986,37631.2075,42795.6699
4447,3124.483,2266.5497,37384.1077,42775.1404
5053,3213.9527,2571.9928,36950.7829,42736.7284
6053,2736.6629000000003,2285.079,37686.8614,42708.6033
5157,2646.2558,1958.766,38103.015699999996,42708.0375
3962,2739.2488,2136.2246999999998,37795.1347,42670.6082
6249,3214.5086,3356.3988,35905.4297,42476.3371
5557,2524.4334,1706.2569,38197.5863,42428.2766
5370,3337.7561,2139.5894,36877.1404,42354.4859
6662,3043.1151,2598.0421,36690.8369,42331.994099999996
5046,2921.236,2686.4768,36689.7128,42297.4256
4368,2872.0471,2526.9554,36861.3748,42260.3773
4852,3189.9175999999998,2479.6015,36566.222,42235.7411
6150,2843.5344,2340.5781,37031.1941,42215.3066
5245,2966.9773999999998,2186.0492,37047.0228,42200.0494
4747,2750.3468,2110.9974,37315.9801,42177.3243
6461,2766.2461,2472.7491,36870.7095,42109.7047
4926,2503.2893,2152.4892,37445.0766,42100.8551
6056,2376.497,2290.1366,37312.297600000005,41978.9312
6351,2792.1174,2202.2143,36930.3715,41924.7032
4566,2272.489,1727.9238,37825.6025,41826.0153
5962,2570.9788,2327.5939,36919.9002,41818.4729
5363,2280.8564,1625.362,37866.8668,41773.0852
5971,2419.4629,1710.0422,37583.8111,41713.3162
3955,3869.7405,2062.0813,35769.6629,41701.4847
5244,4086.7143,2734.3935,34844.9809,41666.0887
4268,3113.5051,2670.7262,35784.9804,41569.2117
5272,2659.6073,2065.6830999999997,36818.6124,41543.9028
6364,2764.9198,2239.0384,36492.8629,41496.8211
4445,2815.6148,2693.1469,35857.4119,41366.1736
6673,2828.4611,2485.9266,36047.1138,41361.5015
4470,2978.0870999999997,2349.6669,35981.3302,41309.0842
6446,3292.7342,3437.3832,34493.6437,41223.7611
8371,2849.4128,2584.9351,35774.0233,41208.3712
5273,3284.0791,2905.7246,34966.35,41156.1537
5652,2589.6028,2193.209,36367.5239,41150.335699999996
5040,2870.5956,2385.1359,35792.1173,41047.8488
4464,3538.6111,3420.4648,33831.4135,40790.4894
4826,2427.0121,2164.6367,36162.8654,40754.5142
8271,2805.2533,2544.873,35340.135800000004,40690.2621
5544,3738.8990999999996,2788.7707,33965.3525,40493.0223
4570,2529.3807,2464.1851,35407.2502,40400.816
6978,2432.0858,1923.0059,35990.8553,40345.947
4463,2993.5964,2075.0179,35242.4747,40311.089
7078,2411.8152,1914.146,35973.555,40299.5162
5657,2368.0036,1695.0237,36160.8145,40223.8418
6052,2889.4863,2468.3,34839.806000000004,40197.5923
6547,3238.1199,3409.1588,33519.0087,40166.2874
5647,2873.675,2036.3844,35069.684,39979.7434
4749,3342.5832,2407.5244,34117.2826,39867.3902
6250,2942.9335,2517.8073,34372.3759,39833.1167
8675,3295.9655,2657.3339,33861.9572,39815.2566
6159,3214.2880999999998,2634.7556999999997,33938.847799999996,39787.8916
5055,3283.3516,2104.4721,34258.5533,39646.377
6872,2917.7315,1933.3385,34760.1271,39611.1971
6976,2515.4113,2220.372,34797.5677,39533.351
6049,2572.95,2090.704,34852.8418,39516.4958
4748,2319.805,2084.3425,34995.623,39399.7705
4070,2814.2372,2455.4327,34090.875,39360.5449
4370,2448.2249,1846.4374,34877.8259,39172.4882
6564,7098.2887,2410.8763,29657.4264,39166.5914
5350,3452.1865000000003,2794.3576000000003,32916.5694,39163.1135
5950,2999.3922000000002,2177.9030000000002,33935.3838,39112.679000000004
6171,2885.2833,2079.8905,34051.6446,39016.8184
5145,3461.3372,2517.6143,33015.3697,38994.3212
6871,2872.1615,2537.8503,33549.0254,38959.0372
6271,4016.4797000000003,3380.2039,31554.2913,38950.9749
5771,3024.9464,1719.1124,34118.8765,38862.9353
6469,3541.8485,3236.0821,32070.036500000002,38847.9671
5369,3018.2731,2095.7442,33720.9834,38835.0007
6451,2717.7491,2256.3855,33859.378899999996,38833.5135
4544,2864.2277,2729.3867999999998,33192.6618,38786.2763
4848,2976.1104,2163.2162,33628.7909,38768.1175
5173,3290.0105,2893.8149,32576.6066,38760.432
3858,3749.9213,2948.8239,32043.4254,38742.1706
5049,3451.9161,2101.0828,33169.9792,38722.9781
4941,2624.5476,2109.11,33949.4017,38683.0593
5871,2931.4863,1701.0846999999999,33977.8204,38610.3914
6071,2303.988,1756.0517,34420.8178,38480.8575
8370,2602.6403,2350.5906,33515.3718,38468.602699999996
6546,2906.4093,3092.7351,32377.582000000002,38376.7264
5451,2637.5032,2455.6473,33280.6809,38373.8314
5644,4119.3446,2925.4653,31220.221700000002,38265.0316
4552,3222.9337,2610.2099,32426.1832,38259.3268
7064,2482.8614,1729.0201,34025.4141,38237.2956
4379,6521.1201,2822.0731,28866.104199999998,38209.2974
4927,2329.2023,2083.8935,33780.2599,38193.3557
4943,2661.5306,2650.879,32866.5029,38178.9125
6858,2504.6281,2343.8078,33313.6465,38162.0824
4160,2070.6348,1570.7399,34516.4382,38157.8129
8272,2713.8134,2427.1799,32927.4723,38068.4656
5056,3488.613,1590.31,32969.3231,38048.246100000004
4449,2884.58,1934.1606,33205.0502,38023.7908
5852,3085.5886,2512.5896,32362.3474,37960.5256
5546,2811.7339,2345.3167,32768.6151,37925.6657
6561,2608.9399,2315.7201,32857.94,37782.6
5352,3066.4421,1830.3878,32847.575300000004,37744.4052
6857,2795.4732,2621.6559,32318.3252,37735.4543
6873,2784.7223,1949.2005000000001,32964.2717,37698.1945
8472,3282.16,2965.1723,31360.4678,37607.8001
5250,2832.8005,2495.4577,32238.5604,37566.8186
9268,3384.8018,2746.796,31382.3237,37513.921500000004
6447,2615.224,2553.2013,32162.702100000002,37331.1274
5547,2940.1676,2061.5901,32268.5509,37270.3086
8862,2276.2381,1564.1384,33323.1685,37163.545
5351,2567.6569,2060.3866,32516.9336,37144.9771
4266,3080.7967,3753.4759999999997,30286.059699999998,37120.3324
4846,2525.0441,1941.8784,32627.432699999998,37094.3552
4264,2097.8088,2767.3127,32213.279300000002,37078.4008
5344,2808.8007,2290.9395,31919.8459,37019.5861
4862,3309.0125000000003,3215.02,30483.7079,37007.7404
6756,2801.1963,2467.1206,31685.2048,36953.5217
5052,2454.9542,1718.6978,32765.3599,36939.0119
6647,2905.2174999999997,2732.8965,31288.6065,36926.720499999996
4569,2650.9453,2521.0834,31702.7536,36874.7823
5671,2616.9307,1754.7984999999999,32485.519099999998,36857.2483
6452,2634.1526,1986.6428,32235.3556,36856.151
5555,2658.5796,1765.0765,32405.3512,36829.0073
8874,3230.6293,2623.2584,30974.2388,36828.1265
5039,2766.1904,2328.1418,31651.5388,36745.871
8471,2547.0872,2266.022,31921.5138,36734.623
5371,3064.5866,2062.3607,31598.5543,36725.5016
5469,3505.2719,2331.5165,30860.5629,36697.3513
6759,2992.3749000000003,3177.248,30504.7331,36674.356
5876,2472.2591,1753.5620000000001,32427.2918,36653.1129
